bleed_rate_high	HIGH
location_northcoast_commandbunker_hermelinen	Hermelinen Command Bunker
tut_harvest_screen	The harvest screen details the specifics about your harvest, including directional information on each shot that connected with the animal.

Using an appropriate caliber, minimizing the time from impact to death, and consecutive harvests of animals shot will provide bonuses to your score.
ammo_launcher_flare_description	A non-damaging, countermeasure round which releases a chemical burning flare that burns at a high heat to attract anything with heat-seeking behavior.
region_forest_name_uppercase	FOREST REGION
warboard_southcoast_payback_03_desc	Once a cornerstone of Sweden's significant coastal defense effort as part of the "Total defense" philosophy, Fort Torsberga has been taken over by machines, and its state-of-the-art artillery turned on its creators, effectively targeting any threat or survivor, on land or at sea. Disabling - or even destroying, if need be - the artillery is essential in order to cripple the machines' offensive capabilities.
mission_wm_03_missionitem_01_content	"Dear Mr. Gustafsson,
[...]
I hereby kindly ask you to do what is in your power so that the "Skarven" bunker located on Norra Saltholmen, can be officially decommissioned and turned into a museum.

As you are aware, there haven't been any military operations or stationed personnel at Skarven for over 2 years due to its poor state, and plans to rehabilitate it have been put on hold due to the extremely high costs involved in replacing its obsolete surveillance equipment. 

With the current events in Berlin, one can only hope that this could be a historical time for Europe, and that this will usher in an era of peace where we won't have need for coastal defense. 

When that day finally comes, then --
option_action_speedadjust	ADJUST WALK SPEED
collectable_blueprint_07_runner_classa_desc	A medium-sized machine often encountered in groups, the Runner is quick and persistent. This prototype version lacks much armor, making it more vulnerable, especially to exposed parts such as its head and top-mounted fuel cell. It has a powerful melee jump attack that can knock you off your feet.

Loadout: 
Sub-machine gun
Melee jump attack
mission_wb_am_03_missionitem_05_header	AM03 Item 05
option_tutorials_name	TUTORIALS / HINTS
player_character_part_name_hair_02_e	Perm, light blond
popup_restricted_ps4_chat	You cannot use chat features due to restrictions on your Sony Entertainment Network account.
warboardmission_payback02_obj_04	Defeat any remaining machines to reclaim the bunker
location_mountain_muskuddens_logement	Muskuddens Logement
option_action_skill	USE SKILL
worldmission_gc_obj07	Flee to the bomb shelter
attachment_mag_extended_sniper_50_01_description	An extended magazine for the Pvg 90 sniper rifle. Attaching this mod will increase the weapon's ammo capacity.
interface_spawn	REQUEST
player_character_skin_tone_dark	DARK
key_bunkerkey_marden_name	Marden Bunker Entry Barcode
mission_wm_41_missionitem_01_content	The Kalmar Regiment was all taken out, in the ruins up north. I am the last man standing, and this happened only because I was sniping from afar. I will take shelter in Arkelstorp's lighthouse, and take out as many of those metal bastards as possible.
equipment_silencer_01_name	Silencer
warboard_mountains_answers_04aobj_01	Discover the mountain facility
option_action_quick_skills	QUICK MENU - SKILLS
mission_wm_27a_missionitem_02_header	World Mission 27a - Mission item 2 header
player_character_part_name_hair_11_f	Short afro, orange
ach_063_name	Elementary
collectable_dalahast_04_green_desc	A green Dala horse.
machine_skir_classa_name	RUNNER
collectable_gnome_11_princess_desc	She has the most fabulous of beards.
worldmission38_3description	The military mobilized in a stand-off position on the coast-line. Investigating the area might prove helpful.
mission_im_03b_missionitem_02_header	Anita's Message to Gösta
tut_rest_header	RESTING
mission_wb_am_05_missionitem_03_header	AM05 Cassette
equipment_optics_rangefinder_binoculars_description	Lightweight binoculars providing both the superior field of view of binoculars and the accurate range information from a rangefinder.
worldmission08_info_description	A group of survivors took refuge in an isolated farm on Norra Saltholmen and claim to have a safehouse.
warboard_gotland_04_obj_01.1	Destroy enough machines in the North Coast region to obtain a valid IFF key
player_character_part_name_shirt_03_e	Band tee, Barb Rose
tut_codex_health_console	You can lose health if attacked by animals or falling from high altitudes. Your current health is indicated by a meter in the HUD. Recover health by resting at a cabin, or using a first aid kit.

Equip a first aid kit from your inventory and press {FIRE_RIGHT} to use it.
player_character_preset_desc_popular	POPULAR
key_bunkerkey_sorken_description	Partial barcode identifier for Sorken Bunker
location_archipelago_n_saltholmen_ferry pier	Norra Saltholmen Ferry Pier
interact_use_hold	USE
map_marker_n_salthomnen_church	Saltholmen Church
equipment_stats_scent_eliminator_duration_label	DURATION
skills_reset_skill_tree_button	RESET SKILLS
sight_rifle_scope_1-4x_nv_name_short	1-4x NV
player_character_part_name_hat_02_i	Cap backwards, black
player_character_part_name_pants_04_f	Denim pants, green
player_character_part_name_head_m_05	M Head 5
location_summary_label_loot	Loot crates
mp_loading_world	Loading world
location_ostervik_innerharbour	Österviks Hamn
player_character_creation_category_label_gender	GENDER
skill_01_description_12	Increases amount of damage dealt when using automatic fire.
signtranslation_parkering	NO PARKING
warboardmission_payback01_obj_03	Locate the reported humanoid machine
worldmission05_info_summary	The notebook talks about a stand in the fight with the machines.
skill_04_description_04	Unlocks the ability to unlock non-special locked doors using lockpick items.
warboard_southcoast_payback_03obj_01_2	Enter the Fort Torsberga
option_value_language_russian	РУССКИЙ (RUSSIAN)
player_character_part_name_pants_08_a	Military pants, green
option_action_huntermate_missions	OPEN MISSIONS
player_character_part_name_hair_01_d	Layered bob, red
player_character_part_name_glasses_05_a	Gas mask, black/tinted
wpn_rifle_assault_556_01_name	Automatgevär 5
option_value_language_portuguese_brazil	PORTUGUÊS-BRASIL (PORTUGUESE-BRAZIL)
machine_weapon_name	AI WEAPON
collectable_gnome_14_red_desc	His first owners had overestimated how much Falu red paint they'd need to painting their countryside cottage. One night, they decided to paint the town red, then the gnome.
player_character_part_name_shoes_02	Leather shoes
key_pc_mouseup	MOVE MOUSE UP
option_action_previous	PREVIOUS
accept_tos_and_pp_yes	I accept the terms of service and privacy policy
key_doorkey_veronika_description	The key has a label on it named "Veronika Study Room"
player_character_part_name_jacket_01_g	Flight jacket, green
compass_cardinal_direction_south	S
warboard_gotland_safety_05_desc	A jammer relay is present in the Gotland. Take it down.
key_pc_mouse4	MOUSE 4
player_character_part_name_head_01	Face 1
tut_codex_outposts_header	OUTPOSTS
location_farmlands_overby_farm_skrankebol	Skrankebol
mission_wm_40_missionitem_01_header	Newspaper article
player_character_part_name_pants_09_h	Short pleated skirt, green/pink/white
status_attribute_movement_speed_label	Movement Speed
worldmission31_obj03	Find and destroy the "Metal Wolf"
tut_codex_outposts	Outposts are located in each region. After visited and claimed at the flag pole, they can be fast traveled to via the map.

At an outpost, you can use the cabin to rest, and the locker to purchase equipment and access your storage.
wpn_handgun_semiauto_9mm_01_name_short	Klaucke 17
ammo_9mm_ap_01_name_short	9mm AP (Handgun)
warboard_gotland_bossobj_04	Gain entrance to the operating room
worldmission03_obj03	Search the farm for a place where people might be hiding
mission_wb_sm_03_missionitem_01_content	SM03 item 01 content
player_character_part_name_hair_04_g	Teased, pink
intromission03_description	It seems that most people around here have made their way towards a nearby village called Salthamn, where they mention there being a bomb shelter. Maybe that is where everyone is?
warboard_southcoast_answers_01_title	To the Lighthouse
ach_019_name	Hasta La Vista Baby
interface_toggle_map_legend	TOGGLE MAP LEGEND
mission_wm_29_missionitem_01_content	World Mission 29 - Mission item 1 content
ammo_9mm_ap_02_description	Armor-piercing ammo for 9mm submachine guns. Ideal to penetrate and damage armor, but low hardpoint damage on machine organs.
equipment_radio_lure_name_short	Radio
player_character_name_frida	E
option_social_delete_user	[TEMP] DELETE HUNT CLUB USER
status_attribute_fire_resistance_label	Fire Resistance
equipment_stats_headlamp_light_cone_range_description	The range of the light cone generated by this light device. This affects the distance at which clues are highlighted at night.
worldmission_gc_obj03	Search the house for clues
location_archipelago_n_saltholmen_dyvik	Dyvik
mission_wm_27b_missionitem_01_header	World Mission 27b - Mission item 1 header
ach_013_description	Kill 40 machines with shotguns.
worldmission_gc_1name	Homecoming
error_message_04	Please ensure your GPU meets the minimum system requirements listed for the game, and that you have the latest graphics device drivers installed.
interface_cancel	CANCEL
player_character_part_name_jacket_10	Military jacket
player_character_part_name_jacket_11_a	Bomber jacket, brown
ammo_9mm_ap_02_name	9mm Armor-Piercing (SMG)
demo_beginning_of_demo_header	Hello and Welcome to the Generation Zero Closed Beta!
multiplayer_start_competition_message	Do you want to start this competition?
player_character_part_name_glasses_07_a	Pilot glasses, gold
option_pad_looksensitivity_name_xb1	LOOK SENSITIVITY
icon_tool_tip_header	ICON TOOL TIP
skill_03_description_12	Increases movement speed when not in a standing stance.

Level 1: 15% faster prone/crouch speed.

Level 2: 30% faster prone/crouch speed.
ammo_12ga_slug_description	The slug 12-gauge shells are single, large shots that do a large amount of damage to a single point, rather than fragmented shots. Very focused on a single point, these shells can be devastating when they connect.
collectable_gnome_01_unpainted	Unpainted Garden Gnome
attachment_muzzle_extension_smg_01_name_short	SMG Barrel Extension
player_character_sub_category_name_glasses_02	Pilot glasses
intromission04_obj_09	Use the barcode keycards to unlock the Vesslan bunker
ach_028_name	Real Sneaky Like
worldmission22b_4obj01	Go to the farmer's ranch
tut_codex_harvesting	Approach a downed animal and press {INTERACT} to harvest it. Harvesting an animal will provide you with cash, XP, and a ballistics report on that particular hunt.

TROPHY RATING
A score based on the size of an animal's "trophy," such as antlers or tusks.

QUICK KILL BONUS
A modifier based on the time it took for an animal to die from your shot. The shorter the time, the better your score will be.

INTEGRITY BONUS
A modifier based on how well the caliber or ammo type of your shot corresponded to the size and type of animal. Shooting an animal with the most ethically suitable ammunition will improve your score.

CONSECUTIVE HARVESTS
A modifier based on how consistently you harvest downed animals. Harvesting all animals you hit will improve your score.

SCORE
The total score for the harvest, which is displayed on leaderboards and affects the amount of XP and cash rewards you receive.

SHOTS
You can cycle through all shots that impacted the animal to see more details, such as the percentage of total damage done by the shot. In multiplayer, you will also see which player made each shot.
popup_header_profile_signout_psn_ps4	Profile Signed Out
character_index	CHARACTER 
mission_wm_23_missionitem_02_header	World Mission 23 - Mission item 2 header
player_character_part_name_glasses_04_b	Gas mask, green
status_attribute_gas_resistance_label	Gas Resistance
key_pc_numpad_6	NUMPAD 6
key_pc_lwin	WINDOWS KEY LEFT
region_farmlands_name	Farmlands Region
worldmission38_obj02	Find out what happened to the soldiers
warboard_mountains_safety_03obj_02	Destroy the jamming device
